wikipedia|born|institution|field|almamater|doctoraladvisor|contributions|awards|website|nationality|education|fields|institutions|doctoralstudents|influenced|schoolortradition|influences|knownfor|occupation|academicbackground|academicwork|yearsactive|spouses|chinesename|traditionalchinese|simplifiedchinese|transcriptions|standardmandarin|hanyupinyin|citizenship|academicadvisors|politicalparty|employer|thesis|died|parents|children|doctoraladvisors|causeofdeath|restingplace|othernames|partners|notablework|agent|authorabbrevbotany|notablestudents|notableworks|title|discipline|subdiscipline|organization|relatives|majorcompetitions|notes|allegiance|servicebranch|serviceyears|rank|codename|othernotablestudents|height|boardmemberof|department|notablecredits|personal|religion|denomination|synagogue|yeshiva|semicha|koreanname|hangul|hanja|revisedromanization|mccunereischauer|maininterests|predecessor|successor|networth|criminalstatus|criminalcharge|penalty|timeatlarge|details|date|locations|targets|killed|weapons|dateapprehended|genres|instruments|honours|school|lineage|dharmanames|temple|seniorposting|teacher|periodinoffice|patrons|region|chinese|otheracademicadvisors|movement|youtubeinformation|channel|location|genre|subscribers|totalviews|yuecantonese|jyutping|labels|employers|basedin|alsoknownas|areas|pseudonyms|era|signature|residence|ringnames|billedheight|billedweight|billedfrom|trainedby|debut|status|nasaastronaut|timeinspace|selection|totalevas|totalevatime|missions|missioninsignia|notableideas|origin|associatedacts|criminalcharges|haircolor|eyecolor|cnsaastronaut|organisation|personalinformation|hometown|television
Avner_Greif|['Tel Aviv']|['Stanford University']|['Economic history']|['Northwestern University', 'Tel Aviv University']|['Joel Mokyr', None, 'John C. Panzar (page does not exist)', None, 'William Rogerson (page does not exist)', None]||||[]||||||['New institutional economics']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Axel_Ockenfels|['Rheydt']|['University of Cologne']|['Market design', 'Game theory', 'Behavioral economics']|['University of Bonn', 'Diplom', 'Otto-von-Guericke University Magdeburg', 'Doctor of Science', 'Habilitation']|||['Gottfried Wilhelm Leibniz Prize', 'Gossen Prize']||['Germany']|||||||['Reinhard Selten', 'Alvin E. Roth', 'Joachim Weimann']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Barbara_Rossi||||[]||||[None]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Barry_Eichengreen|['United States']|['University of California, Berkeley']|['Political economics', 'Economic history']|['University of California, Santa Cruz', 'Yale University']||||[None]|['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Barry_Nalebuff|[]||['Business strategy', 'Game theory']||||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Beatrice_Weder|['Basel']|['Graduate Institute of International and Development Studies']|['Economic policy', 'International Finance']|['University of Basel']|||||['Switzerland', 'Italy']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bengt_Holmstrom|['Helsinki, Finland']|||['University of Helsinki', 'Stanford University']|['Robert B. Wilson']||['Nobel Memorial Prize in Economic Sciences']|||||['University of Helsinki', 'Stanford University', 'Northwestern University', 'Yale University', 'MIT']|['Jonathan Levin (economist)', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Benjamin M_Friedman|['Kentucky', 'United States']|['Harvard University']|['Macroeconomics']|"['Harvard University', ""King's College, Cambridge""]"|||||||||['Glenn Hubbard (economist)', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Benjamin_Hansen||['University of Oregon']|['Social economics', 'Drug policy']|['Brigham Young University', 'University of California at Santa Barbara']|[]|||[None]|||||||||||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Benjamin_Jones|[]|||['Alma mater']|['Abhijit Banerjee', 'Sendhil Mullainathan', 'Daron Acemoglu']||||[]|||||||||[]|[]|||['Juliet Sorensen']|||||||||||||||||||||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Benjamin_Moll|[]|['London School of Economics']|['Macroeconomics']|['University of Chicago', 'University College London']||[]|[]||['Germany']|||||||['Robert M. Townsend', 'Robert E. Lucas, Jr.', 'Abhijit Banerjee']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bennett_McCallum|['Poteet, Texas', 'Texas', None]|['Carnegie Mellon University', 'University of Virginia']|['Monetary economics', 'Econometrics']|['Rice University', 'Harvard University']||['McCallum rule']|||['United States']||||||['New classical economics']|['John Muth', 'Robert E. Lucas']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bernard_Harris|['Temple, Texas']||||||||[]|||||||||['Medical Doctor']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||[]|['NASA']|[]|['List of astronauts by selection']|['Extravehicular activity']|[]|['STS-55', 'STS-63']|[None, None]|||||||||||
Bernard_Yeung|[]|||['University of Western Ontario', 'University of Chicago', 'Booth School of Business']|||||[]|||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bernd_Weber|['Bonn, Germany']|||['University of Bonn']|||||||||||||['Neuroeconomics']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Boris_Groysberg|[]|||['New York University', 'Harvard Business School']||||||||||||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Boyan_Jovanovic|['Belgrade, Serbia']|['New York University']|['Macroeconomics', 'Industrial Organization']|['University of Chicago', 'London School of Economics']|['Robert Lucas Jr.']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Branko_Milanovic|['Belgrade', 'PR Serbia', 'SFR Yugoslavia']|['City University of New York', 'Luxembourg Income Study']|['Economic inequality', None, 'Economic growth']|['University of Belgrade']|||[]||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Brendan_Price|['Coventry', 'Warwickshire', 'United Kingdom']|||||||||||||||||['Film actor', 'Television actor']|||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Brian_Jacob||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bridget Terry_Long|['Baltimore, MD']|||['Princeton University', 'Harvard University']|['Doctoral advisor', 'Caroline M. Hoxby', 'Lawrence F. Katz', 'Claudia Goldin']|||[None]|[]||[]|['Harvard Graduate School of Education']|||||[]|||||[]|||||||[]|||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bronwyn_Hall||['University of California, Berkeley']|['Innovation economics']|['Wellesley College', 'Stanford University']||['Berndt–Hall–Hall–Hausman algorithm']|||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bruce_Greenwald|[]||['Economics', 'Investing']|['Massachusetts Institute of Technology', 'Princeton University']|||||['United States']|||['Columbia Business School']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bruce_Russett|['North Adams, Massachusetts']|||||||||||||||||['Academic']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bruce_Sacerdote||['Dartmouth College']|['Economics', 'Law and economics', 'Causal Inference']|['Harvard University', 'Dartmouth College']||||[None]|['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bruce_Tuckman|['New York (state)', 'Wikipedia:Citation needed']|||['Rensselaer Polytechnic Institute', 'Princeton University']|||||||['Educational psychology', 'Group dynamics']|['Naval Medical Research Institute', 'Dennis Learning Center (page does not exist)', 'Ohio State University']|||||"[""Tuckman's stages of group development""]"|||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Caitlin_Brown||||||||[None]||||||||||[]||||||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Caitlin_Myers||||||||[None]||['Tulane University', 'University of Texas at Austin']|[]|['Middlebury College']||||||||||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Carl_Shapiro|['Austin, Texas']|['Haas School of Business', 'University of California, Berkeley']|['Microeconomics']|['Massachusetts Institute of Technology', 'Bachelor of Science', 'Bachelor of Science', 'Doctor of Philosophy', 'University of California, Berkeley', 'Master of Arts']|['Richard L. Schmalensee', None]||||||||||['Neoclassical economics']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Carlo_Cafiero|['Barletta', 'Apulia', 'Kingdom of the Two Sicilies']|||||||||||||||||[]||||||||||||||||['Nocera Inferiore', 'Kingdom of Italy']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||['List of schools of philosophy', 'Anarcho-communism', 'Collectivist anarchism', 'Marxism']|||||||||||||||||||||||||||||||||||||||||||||||||||||
Carlos_Medina|['Caracas', 'Venezuela']|||||||||||||||||['List of Venezuelan artists']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Caroline_Hoxby|[]|['Stanford University']|['Labor economics', 'Public economics']|['Massachusetts Institute of Technology', 'University of Oxford', 'Harvard University']|['James M. Poterba', None]||||[]||||['Jennifer Doleac']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Carolyn_Heinrich|[]|['University of Texas at Austin', 'Vanderbilt University', 'University of Wisconsin-Madison', 'University of North Carolina at Chapel Hill', 'University of Chicago', None]|['Social policy']|['University of Chicago', 'Beloit College', None]|['Doctoral advisor', 'James Heckman', None]|||[None, None]|||||||||||||||||||||||||['Thesis', None]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Catherine_Schwarz|[]|||||||[None]||||||||||['Television presenter']||||||||||||||||||[]||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Cecilia_Conrad|['St. Louis, Missouri']|['MacArthur Foundation', None]|['Feminist Economics']|['Wellesley College', 'Stanford University']|||['Outstanding Academic Title', 'Carnegie Professor of the Year']||[]||||['Rhonda Vonshay Sharpe']|||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Charles Yuji_Horioka|['Boston, Massachusetts']|['Asian Growth Research Institute (page does not exist)']|['Economics']|['Harvard University']|['Dale W. Jorgenson']|['Feldstein–Horioka puzzle']|['Nakahara Prize']||['Japanese American']|||||||['Martin Feldstein']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Charles_Becker|['Callicoon (town), New York', 'Sullivan County, New York', 'New York (state)']|||||||||||||||||||||||||||||||||['Sing Sing Prison', 'Ossining (town), New York']|||||||||||||||||['Howard P. Becker']|||||[]|[]|||||['New York City Police Department']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Charles_Engel||['University of Wisconsin–Madison', 'National Bureau of Economic Research', 'Centre for Economic Policy Research']|['International Finance', 'Economics']|['University of California, Berkeley', 'University of North Carolina at Chapel Hill']|['Jeffrey Frankel', 'George Akerlof', 'Janet Yellen']||||['United States']||||||['New Keynesian economics']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Charles_Goodhart|[]|||['Trinity College, Cambridge', 'Harvard University']||"[""Goodhart's law""]"|||[]|||['University of Cambridge', 'Secretary of State for Economic Affairs', 'London School of Economics', 'Bank of England', 'Hong Kong Monetary Authority']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Charles_Horioka|['Boston, Massachusetts']|['Asian Growth Research Institute (page does not exist)']|['Economics']|['Harvard University']|['Dale W. Jorgenson']|['Feldstein–Horioka puzzle']|['Nakahara Prize']||['Japanese American']|||||||['Martin Feldstein']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Charles_Loeffler|['Schöneberg']|||||||||||||||||||||||||||||||||['Medfield']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Charles_Mason|[None, 'Oakridge Lynch', 'Gloucestershire']||||||||['Kingdom of Great Britain']||['Astronomy', 'Surveying']||||||['Mason–Dixon line']|||||||||||||||||['Philadelphia', 'Commonwealth of Pennsylvania']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Charles_Wyplosz|['Vichy', 'France']|['Graduate Institute of International and Development Studies', 'Geneva']|['International Finance', 'Economic and Monetary Union']|['Harvard University']|||||['France']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Chase_Coleman|['Tuscaloosa, Alabama']|||['University of Louisiana at Monroe']||||||||||||||[]|||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Chen_Liu|['Hangzhou', 'Zhejiang', 'Republic of China (1912–1949)']||||['Doctoral advisor', 'Charles K. Birdsall (page does not exist)']||['John Dawson Award', 'Hannes Alfvén Prize', 'James Clerk Maxwell Prize for Plasma Physics', 'Subramanyan Chandrasekhar Prize of Plasma Physics (page does not exist)']|[None]|[]|['National Taiwan University', 'Washington State University', 'University of California, Berkeley']|['Plasma physics']|['Bell Labs', 'Princeton University', 'University of California, Irvine', 'Zhejiang University']||||||||||[]|||||||['Republic of China', 'United States of America']||||['Thesis']|||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Chinhui_Juhn|['South Korea', None]|||['Yale University', 'University of Chicago']||||[None]|||['Labor economics']|['University of Houston']||||||||||[]||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Christian_Bayer|['Copenhagen', 'Denmark']||||||||[]||||||||['Copenhagen']|||||||||||||||||['Copenhagen']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Christian_Dustmann||['University College London']|['Labour economics', 'Migration studies', 'Education economics']|['European University Institute']|||||['Germany']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Christian_Hellwig||['Toulouse School of Economics']|['Economic theory', 'Macroeconomics']|['London School of Economics']||['Global games']|||['Germany']||||||[]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Christopher_Jencks|['Baltimore', 'Maryland']||||||||[]|||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Christopher_Parsons|['Winchester', 'Hampshire', 'England']|||['University of Exeter']|||||['English people']||||||||['BBC Natural History Unit']|['Television producer']||||||||||||||||['Littleton-upon-Severn', 'Gloucestershire']||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Christopher_Snyder||['Dartmouth College']|['Industrial Organization', 'Microeconomics', 'Law and economics']|['Massachusetts Institute of Technology', 'Fordham University']|||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Christopher_Thornberg|['Rochester, New York', None]||['Economics']|['State University of New York at Buffalo', 'Bachelor of Science', 'UCLA', 'Doctor of Philosophy', None]|||||['United States']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Christopher_Udry|[]|||||||[None]||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Christopher_Winship|['Topeka, Kansas']|||['Harvard University']|['Doctoral advisor', 'Harrison White']||||['United States']||['Sociology']|['Northwestern University']|['Lincoln Quillian']|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Christopher_Woodruff|[]|||||||||||||||||[]||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
